pk_clientes;CustomerKey;Customer;Customer Type;Line of Business;Business Unit;Business Family;Regional Sales Mgr;Phone;Division;Address Number
8483fa1ad5e357f68be608e75b29ef12c4389e5027339fe15a1e4c4475f8c2a2;10022168;QualServe Shop;G2;Não Informado;1;R1;S11;816-455-8733;2;10022168
53cfead44713b6ef8a26a448c2a3272637a456aa98afd81bd51b39a2a2937804;10022423;Qwest Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10022423
fa07ea03f93066784733341b01a294fe5da6ec67cfde339e93b048a80211f572;10005043;Bezeq Shop;G1;M1;1;R3;S18;816-455-8733;1;10005043
3072c12b1f79b63c2eee7f1404c32072226ed6de4fec439282074f60e042789f;10025284;Towmotor Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10025284
7af505af546304be6c719ffa0668c7a7f022c148215adb93826947939f087d0d;10021459;Papyrus Shop;G2;Não Informado;1;O2;S12;816-455-8733;2;10021459
e0a6ba7489c7914ab72d81249ee009fed08396caf314fdecdb3fab21493651c3;10026062;Venable Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10026062
3e8d7de0e18c45bb075d69e6c3c59a50d8ea966446174dbff640435208c9b7d0;10025771;VA Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;2;10025771
a6169badb4ca04269d26d9cfb388ef5ef02d8eb45740aaf5271270f7d643ab6f;10022755;Real Supermarket;G1;M1;1;R3;S19;816-455-8733;1;10022755
fb27f345a9170bbfe9fa61cff955f489333be4e6ed6b6f4d662628ddc8f143c7;10021111;P.C'S Shop;G3;Não Informado;1;R3;S5;816-455-8733;1;10021111
de68fa655053365f2b18f4f6dedadcbff64da6b9393af9fdd89f8fc79e3bbcbd;10009907;Del Supermarket;G2;Não Informado;1;R2;S9;816-455-8733;2;10009907
03b74d93c9cf8df90fdf93858fcdcf9db8ce123308384c3b38413b8764663ed0;10007122;C Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10007122
c58672584900e302c3662dc40378b02cdf6bf58275f32aeaa953e8ef017f9c0d;10014469;Harte-Hanks Market;G2;Não Informado;1;O2;S12;816-455-8733;2;10014469
2e514305a540aff63e22c145ae9541d8fdd7c76fc2c834ea5fef1849cd39b95e;10008893;Caravelle Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10008893
329350ea6b9082d8d02dc8e0ecf79e1f31aded53182a77c83bcd554670c310dd;10023511;Sage Supermarket;G1;Não Informado;1;R1;S13;816-455-8733;1;10023511
3e09e4883f28a9d6f2958a05fb0001a8c24b621f6becf4d553ce57af6cba601c;10013397;G-Com Supermarket;G2;Não Informado;1;R3;S9;816-455-8733;1;10013397
6c7512fee5309bb7e84577aaa820fd4bc17dd16574d3461e9cba8bcdb2b8879b;10021804;Picka Superstore;G2;Não Informado;1;R3;S1;816-455-8733;1;10021804
599f21e31c08f70038bff13d9e723639e7bfa0acda1fb316ba479f11c7630f99;10012425;Fins Shop;G2;Não Informado;1;R1;S4;816-455-8733;2;10012425
1cf4d1f7b28626a627974449225248cf42016b773f3ffb941a2dffda773dbe79;10025285;Transalta Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10025285
2126ce1e2b6f3c4c8dba943af99717c4ac0a0921632255f979daa65c85f659e5;10011052;Elucidex Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10011052
55569d6f4a206436d7e16ad1b7f0e86813882f5cdc925822660127d57e04f3bd;10011600;FCS Shop;G2;Não Informado;1;R3;S5;816-455-8733;1;10011600
d1246d20971d2c63adaa7ab3bae5ff3f9252d3c0ec24b810b9e77c11ad2318b1;10021418;Panzl Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10021418
ee44fdc12eff63b31912b1dd7a08684647eb73ba6ddaba21d023c74102d2e150;10021996;Pinnacle Supermarket;G2;M1;1;R3;S16;816-455-8733;2;10021996
208faeed931e235ca931026e233fb336ccab3b4a1884864c0cc32eb71e0694aa;10009697;Debian Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10009697
450320914b9726f023241bcb716ed82ed0cd8868cb9d2c828d99d091e662d906;10021411;Panix Shop;G2;Não Informado;1;R3;S4;816-455-8733;1;10021411
fefc3be292791f90074698a372e95072ada0e0bffaaa2fc747cc424db308b3e5;10011842;Fentek Market;G2;Não Informado;1;R3;S16;816-455-8733;1;10011842
60367958ff1ed9ba4bcb66f2e9ed9414c18da09095f40ba226b358dba53751b8;10025247;Telesat Supermarket;G2;Não Informado;1;R2;S5;816-455-8733;2;10025247
6ad077a13273599f7b1d3d676983a8811d09f1f3652f5c09e766993e035300f1;10014238;Harbor Store;G1;M1;1;R3;S19;816-455-8733;1;10014238
2e577f76a1a62361f4dec69ea0133350bfca64311e220c106e8a4e053554005f;10025252;Times Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10025252
b4c1cf7a8282be3ff3e7ca5663e883cbc36d2ef7935323e65e0c7e9e81d038fb;10005919;Big Store;G2;Não Informado;1;R3;S4;816-455-8733;1;10005919
ad18d28dbcd073fa006e6eaaed6392175aa42ae124ab6dc37054692bb50f38bf;10025299;U.S. Market;G3;M1;1;R3;S5;816-455-8733;1;10025299
171933b054b94e3f71e3e427ded4a1d8fb95915e7d68d5c5872551e5baa64e4b;10001786;Acara Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10001786
b6c9baf0c609c22ede4ec432aa37f0b5a027e48c93ccb0e436828eb80781e04d;10021750;Paul Store;G2;Não Informado;1;R3;S16;816-455-8733;1;10021750
12d60205ef2c8c44ad1aec74c0821839fb060c542a479cfb580589603758e4e7;10001103;AC Store;G2;Não Informado;1;R3;S16;816-455-8733;1;10001103
d06eabff4f3ecdf1135fe8f25ed4ab446e3c5df79a2b3c6970bd8a32ee487811;10020915;Ottercom Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10020915
0cc2851d839d2512038eebd8b5d44c721de1a0ccf02f71c68e7aba5227e1cdd7;10011398;Ethyl Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10011398
940202eed50d1dd9715de67ab0fe2921c7337c222c2de40405ce168ebbc6966d;10026348;WDND Shop;G2;Não Informado;1;O1;S5;816-455-8733;2;10026348
85787417e1764258e9327efc0ebdc6a7cf9effc0293ace22d7957aa4ffc13778;10017054;Icon Market;G2;Não Informado;1;R3;S1;816-455-8733;2;10017054
b50f31068fc5453cfb2aad857693c8d62c01875c8e155675a452f2d1d9d78c15;10003882;Beech Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;1;10003882
d99d1f4a2124480b9d20018cf87f3e62450dcd24367e2aabe597842f9ebf6fab;10025552;Unison Medistore;G2;Não Informado;1;R3;S13;816-455-8733;2;10025552
782fd9a3e65f5b0d070c72e1c823498d251a890d0eacf5eef4f6e07cafaf78b9;10021415;Pantech Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;2;10021415
364b4d6bac09db45d404ca07fc5ab88e2d6292d83e87f36091bbf83eefb048f8;10000455;Caribian Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10000455
6794e9723fe1a1a237c9cda8be89219c0b8985949a55a62c2559a99d28cb4735;10019682;Lamson Store;G2;Não Informado;1;R3;S3;816-455-8733;2;10019682
3e4752f19f16b00b8de1778a5ff058941945a74b8fc642011077762460f177bb;10025289;Tredegar Market;G2;Não Informado;1;R3;S4;816-455-8733;2;10025289
91cd8a6198b67a769299561440a76a2143f4b56c665b66e8a7e8ece718a900fc;10025359;UKnames.net Shop;G2;Não Informado;1;R4;S18;816-455-8733;1;10025359
0957bba3487250299c4ac176d865ac030054e0f74787fd38b9aac99f42a82b76;10013011;Gamacles Shop;G1;M1;1;R3;S19;816-455-8733;1;10013011
e0f53aa917eb9073a739e7e2256f192ac349c7439fc0893462b95c58f205192a;10007121;C Market;G2;Não Informado;1;R3;S16;816-455-8733;2;10007121
5f35d16ccfce12d118fbcc27d428ccf2dde095a5eb7f9687548d8853f848febd;10027356;Zero Market;G2;Não Informado;1;R3;S1;816-455-8733;2;10027356
0ee9e6e1f8ec79dda1feb823e33fe6cdfb7404b9184b24e7fbd09253887299d0;10009652;Dci Shop;G3;Não Informado;1;R1;S21;816-455-8733;1;10009652
29ff41166bd180352515fa15c0a754f7ae9ef86e653f24b61887f793304bd864;10023221;Reveal Supermarket;G2;M1;1;R3;S16;816-455-8733;2;10023221
e064af3619ce251247967cf9d1dabf465f388eafab9eff624c5fb395eefe76b0;10013509;Geac Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10013509
4ca2e8888306ebcde8f33338cd3c97600fabead0d1a9f81a08813a72a2a410bf;10016780;iBEAM Shop;G1;M1;1;R3;S18;816-455-8733;1;10016780
738c35283571eb448b006dea31c1749a89f9f465451160fa8ed4e61ab0d22270;10025778;Valicert Midstore;G2;Não Informado;1;R3;S16;816-455-8733;2;10025778
4bf40998e546d03322a4c87ae4ff18193695ba418b6a76bfea2ebfc2b1a885e3;10025034;Talou Shop;G2;Não Informado;1;R3;S4;816-455-8733;2;10025034
e8104874f29dc33cacb8380f61c04547b2211af56860a8036ccd013b915f780e;10013426;GDC Shop;G2;Não Informado;1;R3;S1;816-455-8733;1;10013426
d333595cfe97a1e7be18b75a2f1866a7359f0994d2ed9b0f2af7fd1d2c41af22;10021977;Pinnacle Store;G2;M1;1;R3;S16;816-455-8733;2;10021977
2dcccc9fd4378ae63c3001b2dcbf3311f431e1860893f5f88e8ec64319b9cdc3;10014533;Harvey Shop;G2;Não Informado;1;O2;S12;816-455-8733;2;10014533
8544cf236e0217041a3c7775ab9c0a86ab08a793e4c830c97c108ec5bf3ba065;10019617;Kool-Seal Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10019617
700a200ff666e9068e68a329eccde92313e0d92cf4f6db49b3efc30c3ad3d84f;10024246;Siemens Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10024246
0d4ec7d9b27e48102a88966cb106dafb2d6249129ee09414ce7f545126f8927f;10002128;Access Store;G1;M1;1;R3;S19;816-455-8733;1;10002128
0a21d2fb40b77ab025bc6d3fb459cf7964dc55e8c7318c9b2cb6bd33f1438d2e;10008134;Canter Shop;G2;M1;1;R3;S16;816-455-8733;2;10008134
b0f9b1e2dd41b9957705b0f96d8f70e6f2f7925629ae49372a23c5fe2355132c;10021668;Pathlight Market;G2;Não Informado;1;R3;S1;816-455-8733;2;10021668
70683640e4f46e6726b3389d30d3e3c1417abbe6d6759887a1fc272b3c61eac9;10025814;Valpatken Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10025814
7cfcee26065e9c3b2efe10e51f3761680cfe6d5e6c11bb3a817bc8181a4ed92e;10006977;Brazilian Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;1;10006977
c743e2f2b2086498615eb4ac9820bbc5f1c250a2f505cec327364e09cdf9702f;10024477;Smith Supermarket;G1;M1;1;R3;S16;816-455-8733;1;10024477
86949d01b77d1e909cf6dfaf701e87a6d5ce18dd6a6a8694eab8cb48bd8f17ae;10002161;ACME Maxiplace;G2;Não Informado;1;R2;S4;816-455-8733;1;10002161
1c29e0e5325ec08fe4398d42f608b9c90d028fc464a0dc07b6965d9681bb0e73;10013870;Greymac Trust Company;G2;Não Informado;1;R3;S1;816-455-8733;1;10013870
98f38c3bcc173aa404518d5faebc1d33bb6e94da90d283e355aacc26bdc3a2e5;10014546;Hauppauge Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10014546
bfa90cb459d55d992dd9552d67ab01c9b96abe20bea0146fdcbed6ba141b40b7;10019105;Kensington Market;G2;Não Informado;1;R3;S1;816-455-8733;2;10019105
e33ef5c189266949cb810ad1039c8e751a0d285e0d51c0d5af4576a474af8011;10016303;HMR Shop;G2;Não Informado;1;R1;S20;816-455-8733;2;10016303
a381cc383b5632447ac89029ae3c43e33540eaee7dd23ceba714fc6a17691c88;10015267;Helfand Store;G1;M1;1;R3;S19;816-455-8733;1;10015267
656bdb8f44f0d42c0c2ff0125f033dedf84c321dd99906a1a4854d48c00cef8b;10013127;Garbee Supermarket;G3;M1;1;R3;S5;816-455-8733;1;10013127
3e996ebc01289d1605ccdb2ffda4aa18c695bd9dfe1eab84398912e1064694dc;10026581;Xetron Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10026581
5408628a0396ef4663fe1b446b6aca894182a50645bec6bf16d9e5ed2a0fc289;10007134;C&C Shop;G2;M1;1;R3;S1;816-455-8733;1;10007134
f4395c4318d2cb00bb9eea6890a1f4047f2c1bb3f141eab5bcae409caf44d503;10027119;Yurie Market;G2;Não Informado;1;R3;S16;816-455-8733;1;10027119
77fdb952aaaea53b335ee1dbf998e4ba66e768b06e84909535249204d95a662a;10025036;Tampa Market;G2;Não Informado;1;R3;S9;816-455-8733;2;10025036
141ad074d691134f0d734e08ba5b4142728a9325ec05714c82c78449bcaa9244;10020639;NECX Market;G2;Não Informado;1;R2;S5;816-455-8733;2;10020639
c3077f9ae9c901eb410bb640e86b53181b2ba862c4142ff9250250472dfda7aa;10011093;EMC Shop;G2;M1;1;R3;S16;816-455-8733;1;10011093
f842789a44014c98e73820f511774f479ffde784ad042b146bd059325e3b23c3;10021485;Paracel Gigaplace;G2;Não Informado;1;R1;S22;816-455-8733;2;10021485
4ce43a84fb7fceb57b26192853e29e14da7974a05255404e72a91a6dcb91e0fd;10020390;Miles Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;2;10020390
9a0523ff37556476db8fac6b10ee4b5c9e382ada60ea3eba78667d76d08c5c0c;10011724;Federal Supermarket;G3;Não Informado;1;O2;S1;816-455-8733;1;10011724
1c059f1bbfa1ea9804d26d5db51636aa354c5a1160fd51af334baaaec079a61a;10026355;We Market;G2;Não Informado;1;R3;S3;816-455-8733;2;10026355
1a0a3c40e1ab678ab49a5d0af1c1ddd1a13e019e2164b485ca289bdaec15873f;10024915;Systems Store;G1;M1;1;R3;S16;816-455-8733;1;10024915
77ea6e4fad60f1e6115ef9e74f652ef5e878a247ac93afc4330216148916783f;10018867;Kari Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10018867
c9380d497f5a0ba56fdc0a1220a965c24628ef1d44e78381fb35ed368f0ea0d6;10005861;Big Supermarket;G1;M1;1;R3;S19;816-455-8733;1;10005861
e08f4ae9f55216f73715a93cea67cd6582d773f4a8c01dcbb2ba33a7886bb55d;10016858;IBVA Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10016858
04d96a29c115aea9bcce17d807a2ebe9f994729ace65ec55fcc1f661114d25ff;10017638;Kellys Gigastore;G2;Não Informado;1;R3;S16;816-455-8733;2;10017638
e2ac3d7ef7df073577946bef6ef87c128f4d6a70766b1aa8115e8ac1bde22f2f;10022431;R&J Shop;G2;Não Informado;1;R2;S11;816-455-8733;2;10022431
9efd9f43f9eabe24d7e5e3216fc9195458eb9ef552b92f96c7d8df11cd9c688d;10026078;Venred Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10026078
90379697a2cecf5122712d795df9a03b918e8a49cace7d137392cde5248ef0e4;10018371;Joy Supermarket;G1;M1;1;R3;S19;816-455-8733;1;10018371
7476c030beb49034d43128fc423714987d7cc02e2e0091d8ae8f825679d44c62;10011732;Federated Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;1;10011732
254969d2719cd36847994c15c08f27eb0063f61253bc5e4edcd5e0f26d184bf1;10020227;MaxBan Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10020227
9a2e8933905d25741203ff1c992b2d28d746731779d94bd60f7f0ee980b700fc;10017036;Icon Superstore;G2;Não Informado;1;R1;S11;816-455-8733;2;10017036
61382401820d9b7c7d8c902ce5ae8c64189e2ae14dab355427e6d16084922119;10021911;PING Shop;G1;M1;1;R3;S19;816-455-8733;2;10021911
5883bf1da25ae52d555035524c74b909d1a7a24a0305e280315a27e054c060f2;10007566;Cambio Shop;G2;Não Informado;1;R2;S9;816-455-8733;2;10007566
9819ab951bf85ffb5abd601710f219d045d4b34bfa67d819dd1ee3df252434fb;10022732;RC Market;G2;Não Informado;1;R2;S5;816-455-8733;2;10022732
a3b2aa3df1dd6e3c22e303063c571975d73f926a34694df34d6f617cc4bba551;10000473;Aaron Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10000473
481268ad1294dbc2582e6085d8ea2237f894a62a017bb7119462952077e06bed;10014802;HBS Shop;G1;M1;1;R3;S19;816-455-8733;1;10014802
edf4a01b5630b534d3d5b3fbf1b466dac49c979d2e50061f11b45f308e3f8b6a;10007253;C3 Supermarket;G2;Não Informado;1;O2;S12;816-455-8733;1;10007253
feca5fb51f98e8271c9f14f2475e1629d8bd30d2a90821f82e6d4b8fb6688399;10018580;K Supermarket;G2;Não Informado;1;R2;S1;816-455-8733;2;10018580
49b87f3bd2cccc64c7a44dd6d3c27c5ee317a3a8e8ab9c48e7f73b665d484287;10002139;Accrue Shop;G2;Não Informado;1;R1;S11;816-455-8733;1;10002139
acd123d2d0d194a2148aab5288aff5f4bd161f0e62b4160930fd9f633f8bf8b9;10016784;IBEX Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10016784
d9b572f57302270a310d093eb8e968a49f4750add2dd48fc2caf9989d9845133;10026006;Vector USA;G3;Não Informado;1;R3;S5;816-455-8733;1;10026006
e4d1b13e3ce9ec49de5ca7aae0f72b9a2e993f16f78a21a2528bda7d88c470a0;10018146;J.M. Supermarket;G3;Não Informado;1;R3;S8;816-455-8733;1;10018146
79cd7280ce9713792f08138f4c9fdf8b2ced775252d69074d34b34802224c173;10007183;C.O.F. Shop;G2;Não Informado;1;R2;S3;816-455-8733;1;10007183
f697ee24c1f787441599f2569fde188f3ff431268bbe5216d9644baa84d51946;10019900;LiveWire Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10019900
fed1664b34592b51cc4b3059fcf02181fd390f4df424589b3daeda37b22911d7;10018665;Kaim Supermarket;G2;M1;1;R3;S16;816-455-8733;2;10018665
4f4e0ff4a73830f6b8da1363682408dddec17ad015d114be3173f14c5cdc9c28;10020080;Lucky Shop;G2;Não Informado;1;O2;S12;816-455-8733;1;10020080
8679ba23dbb0988d24816ded279f95d60c4a2b4e58bbf813b7f6f91816d56c71;10015325;Helius Shop;G2;Não Informado;1;R2;S5;816-455-8733;1;10015325
0f43549fd2b3e52142d3d8dbadb28f4dd059b398a21ea571d017cadeb30f57e4;10002526;Active Shop;G1;M1;1;R3;S19;816-455-8733;1;10002526
08d5e5b31e9a015d218b222e39eb790657212e8ed8d8ed5a36f8f1215d4df160;10024270;Signatures Superstore;G2;Não Informado;1;R3;S4;816-455-8733;2;10024270
18a2e6c6ac48ed24f3bd9f24dd565fda9022af1bd6b9e0e24946493e6d5dde74;10021204;Pacific Store;G3;Não Informado;1;R1;S4;816-455-8733;1;10021204
a557ccb74ad8e95d6726bc26e419f9b2e88af516ced033e6ec551c3b1494d3b2;10002140;Accton Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10002140
b23564081958bb001bfd42037d162c5e37d817fc46ae9035a5551eeefab9ba98;10012128;Fifth Supermarket;G3;Não Informado;1;R3;S5;816-455-8733;1;10012128
781fc9a8c941608cedaf1eb15af0436e5188eb38a4c2a3e43dec5ca14bca0b8a;10020927;Outbreak Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10020927
ed959303b2a8b8beed6981fd38b7374273d57ed182c3142dc3e402e284c77482;10026299;Watcom Maxistore;G2;Não Informado;1;R3;S16;816-455-8733;2;10026299
8d7ec4c13ba755f472bc27fa63e3ea60edf3f66e27b4833ef796af9b65e60a73;10026055;Dellovade, Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10026055
550138e65673cb4e531839855db4a0f04363869f137cb1075c2856d04b761748;10025758;UTStarGate Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10025758
8f9ec13fbc2a6ebdc5007bff5f22a3e9252a998209d293077b469bd1ab138e8a;10025039;Tandy Superstore;G2;Não Informado;1;R1;S11;816-455-8733;2;10025039
c097b58e483eeb62ff651c6140fc66d7d7feb4e334bdceca0d1455faac78ac62;10011360;Equitable Store;G2;Não Informado;1;R2;S5;816-455-8733;1;10011360
9b8e232e2f04a3c8bf89c0638f7695b6c0593ff04cc9ccce19cc6d32c46e6050;10002114;Accel Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;1;10002114
c3f83dd9b8307d06c1e3d2ab4bcd83098c833364a8e58b517b363ad31cda6cea;10009643;David Store;G2;Não Informado;1;R3;S9;816-455-8733;2;10009643
33339a040c129ad05808fc7624cb3e42a91d6f1eac4dee6168d4be0ca32f9589;10022252;Quantum Supermarket;G2;Não Informado;1;R3;S9;816-455-8733;2;10022252
7653b8e86b1d5022c72c26e887b610517405adb3b9cdfe242b9a6c0abbd75363;10026438;PLAINFIELD Market;G1;M1;1;R3;S19;816-455-8733;1;10026438
7efd4d66d87ee69f1756851327c77d0766ac6a9c9b1f2a14436195305e25ca5d;10011198;e-MDs Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10011198
a4deff64f89793ba60dd43a2f07ab610067c5a67f7ce2592126acd2a7c6b7108;10020256;Maxtor Shop;G2;Não Informado;1;O2;S12;816-455-8733;1;10020256
0984e715d0699ca439185d944b1b907d4014930d5f5fc5df64f6e71f1a8c7112;10013572;GearSource Shop;G2;Não Informado;1;R3;S1;816-455-8733;1;10013572
b347b80b9a1086203f6ae669f8a6636282d95478b562b02fae78e60395caca22;10023793;Savetz Store;G2;Não Informado;1;R2;S2;816-455-8733;2;10023793
b07849154415f16cac7a6d9c471f698f749a00da0eda44864a3832d79742c69f;10023757;SAS Supermarket;G1;Não Informado;1;R3;S19;816-455-8733;1;10023757
210d6bf23179666eee607bb8499050e0c6dd48d227ce1855b38b5e266d59792a;10026521;Xcert Shop;G1;M1;1;R3;S20;816-455-8733;1;10026521
eac4a950e5eecf93733887bc2181b37b2723c500817043f82dd9049027bfcea9;10020445;N.Graphics Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10020445
13ee778ff9979a662188683e50c8eed428469eddc27a24b93d23af6a4195a5a1;10009647;Dayton Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10009647
e890945c5e5072d71aa579cd64ce51a5142dd0bae13d212716d5991c8ae1da36;10021472;Parabole Shop;G3;Não Informado;1;R3;S5;816-455-8733;1;10021472
7b58b1a34c83f9d8477ed8961b13f81ce313cb0352b0db3b0d2e5ee3112d8801;10013079;Gandalf Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;1;10013079
2ff9da09e2372967992b6b37e76666329eab5fa9ad36245399b95b6da022dfd3;10021986;Pinnacle Supermarket;G2;Não Informado;1;R2;S5;816-455-8733;2;10021986
465ee40238fe849514a0b131c3d871765d084146e3ee656b8ab309b5fa1a36f2;10023778;Satronix Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10023778
95bac6d88d7b4cf3d028f09fc9849fb515fecf93fcfcfc801b1276f7f5c5cc9f;10009631;Clearout Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10009631
b8a5cd6d3449a615a887f12689f9111ff03c52e24b08f03fbfeb8d923ab33aa4;10010970;EDP Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10010970
7d30dccee9f320480060b09ac7726ca88b01c5d82dcc9b11fb6bf6d177005135;10024930;T3West Shop;G3;Não Informado;1;R3;S8;816-455-8733;1;10024930
f6ec0b5b3e78ba20a7a39d919b88e52538d55c165d27eb35dc74113afa889b2e;10020193;Maui Store;G2;Não Informado;1;R2;S5;816-455-8733;1;10020193
47623b394beefa4694e96d97d983addbc17414c4ad98fdd91c58ea6c054b51f8;10000478;Abacus Market;G2;Não Informado;1;R3;S16;816-455-8733;2;10000478
40ecb8e4723b4c9435efa9ebfd621e071bad2781d11be6a1949f3d2c03a0e86e;10022725;Razorfish Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10022725
2fd08a6a46e69a84043a157a1446aa9ae90bb1d440d13293c2fb6d279d996a38;10025021;Tailwind Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10025021
ace5fbdcbaea3d45551f711fa4909241b6dbfc19c179749006a5b744d47940c6;10009657;DC-Works Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10009657
74d4d845597bfc6856dcefa3dada24bc3f95f86b1afd2cbb730212233e0dc4e4;10016113;Hill Supermarket;G2;Não Informado;1;R2;S5;816-455-8733;1;10016113
c3be18cea2d069e2b73cf4843959200020acbe498f616aec47f2ce965fbd07df;10013472;GE Market;G2;Não Informado;1;R3;S9;816-455-8733;2;10013472
613580d597a44ead90f2a45e22e89f6f32855029b7569781dbe2ee508d52a6af;10023471;Road Warriors;G2;Não Informado;1;R3;S16;816-455-8733;2;10023471
8573b2fb1aeb2f0f3d0875cda0f23e7f49b80a2c7f72470def166871ef530a18;10010912;edit.nl Shop;G2;M1;1;R3;S16;816-455-8733;2;10010912
fd04c5d0438b5b96e14dce0d3b7a47f84b339cd6feba34c56d60ed39bc0bc7e0;10026843;XVT Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10026843
fbd4b93cf45f62d3849602c8c97c255d720e91bb909086c808b788d05355ccf4;10017290;Id Shop;G1;M1;1;R3;S16;816-455-8733;1;10017290
3d3ffb09b1ba86b7075ab5df2da15bc929597dbc7d33d2e360a9ccfb336a83cb;10010832;?change Store;G2;Não Informado;1;R2;S11;816-455-8733;1;10010832
2de10f36ff8bd3a11da48c33fcb86ba4d6ee06d260188f906a84647a74c080a5;10019909;LiveWORLD Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10019909
723bb9f8c89de686d30b0c66b529e53009cd737593c46eac3560e5876a306fd2;10027050;Your Market;G2;Não Informado;1;R3;S9;816-455-8733;2;10027050
205cfdac2c951811b4f27f9c6661719e4d59adc3bac79b20295b8d12d82dca70;10009863;Deere Store;G1;M1;1;R3;S19;816-455-8733;1;10009863
db7f5905ff4745ec045571f29683daf7c0b4c6e334abc7da5f6a0476685b44f4;10026334;Wayne's Market;G2;Não Informado;1;R3;S16;816-455-8733;1;10026334
0b01c95a69399e53f48c08a1ab5254f234db6a4cd28a217b5fcd9d92797c0bd0;10023241;Revnet Market;G2;Não Informado;1;R1;S11;816-455-8733;2;10023241
a8472732e0aa4de6271e98677dc317a387bef812fa6396d6571b1e65acf401fa;10019664;Koppers Supermarket;G2;Não Informado;1;R1;S20;816-455-8733;2;10019664
195009c8aa72ae623ebc80ed4be11394adc7dd34b154ef441c60bd8e023f11a2;10023003;Remedy Shop;G2;M1;1;R3;S16;816-455-8733;2;10023003
bcb7f0f2e055755cef586e8e13caab52bae4c11464bd66680efcc2b73aced404;10014803;HCHS Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10014803
17c58391c3446e0744e31eb28e2239264f183a2e1131a37ef335ebe991e8901a;10024260;Sigma Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10024260
12fe82588db0e4ac1c16600b964dccfda575336f4eea574385229f9b25988c94;10007577;Cam-Built Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;2;10007577
ca84b67f4de4ab23ea27407170ffe09c5aa21ed49f6a746339bfca223bfc0105;10007309;Cadtex Shop;G1;M1;1;R3;S19;816-455-8733;1;10007309
661bc64fcecefd458181b623fbe5f5b82e5133dbf4fefbdbe39de0b4efa62b49;10002137;Accidental Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10002137
e7e5c9f5ee5f303aa04972a4ffd062063e5d7d6cbe74494c884fb1b75e290a6b;10025737;Userland Maxistore;G2;Não Informado;1;R3;S16;816-455-8733;1;10025737
ecb406a754634165b94562caab80d3bb531b8982c575aca564ddbcebbc4e9cb1;10000497;Abplus Shop;G1;Não Informado;1;R3;S16;816-455-8733;1;10000497
